Fecha,COD_VIAJE,CLIENTE,UBICACION,Tarifa,CANTIDAD,PILOTO,Q,CREDITO,UNIDAD,C_CLIENTE,MAX,Conos,Custodio,GPS
12-03-17,10000166,TAQUERIA EL CHINITO,76001,0.3062,890,Luis Jaime Urbano,272.5,30,Camion Pequeño,2,900,x, ,x
12-03-17,10000728,TIENDA LA BENDICION,76002,0.2561,1636,Luis Jaime Urbano,419,30,Camion Grande,3,1700,x, ,x
12-03-17,10000768,POLLO PINULITO,76002,0.2821,218,Felipe Villatoro,61.5,90,Panel,,300,x, ,x
12-03-17,10001067,HOSPITAL ROOSEVELT,76002,0.2642,1124,Angel Valdez Alegria,297,30,Camion Grande,1,1200,x, ,x
12-03-17,10001117,POLLO PINULITO,76001,0.2683,986,Hector Giron,264.5,90,Camion Pequeño,4,1000,x, ,x
12-03-17,10001376,POLLO PINULITO,76001,0.4046,304,Fernando Mariano Berrio,123,30,Panel,,400,x, ,x
12-03-17,10001738,EL PINCHE OBELISCO,76002,0.3176,429,Luis Jaime Urbano,136.25,30,Panel,5,500,x,x, 
13-03-17,10000734,"SPORTA, S.A.",76001,0.2965,861,Luis Jaime Urbano,255.25,60,Camion Pequeño,0,900, ,x,x
13-03-17,10001630,UBIQUO LABS,76002,0.2688,319,Pedro Alvarez Parejo,85.75,90,Panel,1,400,x, ,x
13-03-17,10001671,BAR LA OFICINA,76001,0.2543,1866,Juan Francisco Portillo Gomez,474.5,30,Camion Grande,4,1900,x, ,x
13-03-17,10001741,TAQUERIA EL CHINITO,76001,0.3072,332,Angel Valdez Alegria,102,60,Panel,2,400, ,x,x
13-03-17,10001892,HOSPITAL LAS AMERICAS,76001,0.2782,956,Juan Francisco Portillo Gomez,266,60,Camion Pequeño,4,1000,x,x,x
14-03-17,10000210,UBIQUO LABS,76002,0.2853,709,Hector Giron,202.25,60,Camion Pequeño,5,800, ,x, 
14-03-17,10000640,UBIQUO LABS / Ajuste,76002,,650,Felipe Villatoro,165.5,30,Camion Pequeño,2,700, , ,x
14-03-17,10000754,"SPORTA, S.A.",76002,0.2595,946,Luis Jaime Urbano,245.5,60,Camion Pequeño,2,1000, ,x,x
14-03-17,10000817,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2808,1621,Hector Aragones Frutos,455.25,30,Camion Grande,3,1700, , , 
14-03-17,10000822,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2718,689,Juan Francisco Portillo Gomez,187.25,90,Camion Pequeño,3,700,x, ,x
14-03-17,10000991,TAQUERIA EL CHINITO,76002,0.2755,1177,Fernando Mariano Berrio,324.25,60,Camion Grande,3,1200,x, ,x
14-03-17,10001803,TAQUERIA EL CHINITO,76001,0.2719,822,Felipe Villatoro,223.5,90,Camion Pequeño,2,900, ,x,x
15-03-17,10000007,TAQUERIA EL CHINITO,76002,0.2618,1947,Ismael Rodero Monteagudo,509.75,90,Camion Grande,4,2000,x, , 
15-03-17,10000056,TIENDA LA BENDICION,76002,0.2857,1231,Pedro Alvarez Parejo,351.75,30,Camion Grande,,1300,x,x,x
15-03-17,10000255,EL PINCHE OBELISCO,76001,0.2554,1867,Angel Valdez Alegria,476.75,30,Camion Grande,0,1900,x, ,x
15-03-17,10000259,TIENDA LA BENDICION,76002,0.3344,225,Hector Aragones Frutos,75.25,30,Panel,5,300,x, , 
15-03-17,10000417,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3099,484,Fernando Mariano Berrio,150,60,Panel,1,500,x, ,x
15-03-17,10000769,UBIQUO LABS,76002,0.2542,239,Pedro Alvarez Parejo,60.75,30,Panel,0,300,x,x,x
15-03-17,10000789,HOSPITAL ROOSEVELT,76001,0.2876,559,Hector Giron,160.75,60,Camion Pequeño,3,600,x, ,x
15-03-17,10001635,TIENDA LA BENDICION,76002,0.4483,242,Angel Valdez Alegria,108.5,60,Panel,4,300,x, ,x
15-03-17,10001644,"SPORTA, S.A.",76002,0.2587,1725,Ismael Rodero Monteagudo,446.25,90,Camion Grande,,1800,x, ,x
15-03-17,10001794,HOSPITAL ROOSEVELT,76002,0.2754,1219,Angel Valdez Alegria,335.75,60,Camion Grande,5,1300,x,x,x
15-03-17,10001986,UBIQUO LABS / Ajuste,76002,,676,Juan Francisco Portillo Gomez,170,60,Camion Pequeño,3,700, , ,x
16-03-17,10000354,TIENDA LA BENDICION,76002,0.2601,1774,Luis Jaime Urbano,461.5,30,Camion Grande,5,1800, ,x, 
16-03-17,10001123,TIENDA LA BENDICION,76001,0.2635,1480,Luis Jaime Urbano,390,60,Camion Grande,1,1500,x, ,x
17-03-17,10000070,TIENDA LA BENDICION,76002,0.2756,1092,Pedro Alvarez Parejo,301,30,Camion Grande,2,1100,x, ,x
17-03-17,10000557,TIENDA LA BENDICION,76001,0.2774,1241,Luis Jaime Urbano,344.25,90,Camion Grande,5,1300, ,x,x
17-03-17,10001204,UBIQUO LABS,76002,0.2762,1297,Hector Giron,358.25,30,Camion Grande,2,1300, ,x,x
17-03-17,10001457,TIENDA LA BENDICION,76001,0.2522,909,Hector Giron,229.25,90,Camion Pequeño,2,1000,x,x,x
18-03-17,10000088,POLLO PINULITO,76001,0.2554,929,Hector Giron,237.25,90,Camion Pequeño,,1000, ,x,x
18-03-17,10000105,TAQUERIA EL CHINITO,76001,0.3223,595,Ismael Rodero Monteagudo,191.75,60,Camion Pequeño,0,600, , ,x
18-03-17,10000522,TIENDA LA BENDICION,76002,0.2698,1720,Hector Aragones Frutos,464,30,Camion Grande,0,1800,x, , 
18-03-17,10000585,TIENDA LA BENDICION,76002,0.2673,1505,Angel Valdez Alegria,402.25,30,Camion Grande,3,1600,x, ,x
18-03-17,10000680,TIENDA LA BENDICION,76002,0.3114,651,Hector Giron,202.75,90,Camion Pequeño,2,700,x,x,x
18-03-17,10000721,TIENDA LA BENDICION,76001,0.255,1394,Hector Aragones Frutos,355.5,60,Camion Grande,5,1400,x,x,x
19-03-17,10000323,"SPORTA, S.A.",76002,0.3002,478,Angel Valdez Alegria,143.5,60,Panel,1,500,x, ,x
19-03-17,10001733,BAR LA OFICINA,76001,0.2677,1297,Juan Francisco Portillo Gomez,347.25,90,Camion Grande,1,1300,x, ,x
20-03-17,10000048,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2748,1937,Ismael Rodero Monteagudo,532.25,60,Camion Grande,0,2000, , ,x
20-03-17,10000545,TAQUERIA EL CHINITO,76002,0.2606,1692,Hector Aragones Frutos,441,30,Camion Grande,5,1700,x, ,x
20-03-17,10001411,POLLO PINULITO,76001,0.2717,1702,Ismael Rodero Monteagudo,462.5,60,Camion Grande,,1800,x,x,x
20-03-17,10001734,HOSPITAL ROOSEVELT,76002,0.4173,275,Hector Aragones Frutos,114.75,30,Panel,3,300,x, , 
21-03-17,10000091,TAQUERIA EL CHINITO,76001,0.287,1351,Hector Aragones Frutos,387.75,90,Camion Grande,1,1400, , ,x
21-03-17,10000312,CHICHARRONERIA EL RICO COLESTEROL,76001,0.2615,1220,Hector Aragones Frutos,319,60,Camion Grande,5,1300, ,x,x
21-03-17,10000574,BAR LA OFICINA,76002,0.3118,809,Pedro Alvarez Parejo,252.25,90,Camion Pequeño,,900, , ,x
21-03-17,10000808,TAQUERIA EL CHINITO,76001,0.2716,231,Juan Francisco Portillo Gomez,62.75,90,Panel,0,300, , ,x
21-03-17,10001009,TIENDA LA BENDICION,76002,0.2634,1194,Hector Giron,314.5,60,Camion Grande,0,1200,x,x,x
21-03-17,10001352,TIENDA LA BENDICION,76002,0.286,1387,Luis Jaime Urbano,396.75,90,Camion Grande,5,1400,x,x,x
21-03-17,10001615,HOSPITAL ROOSEVELT,76002,0.2605,761,Angel Valdez Alegria,198.25,60,Camion Pequeño,4,800, , ,x
21-03-17,10001972,TIENDA LA BENDICION,76001,0.2578,1155,Pedro Alvarez Parejo,297.75,90,Camion Grande,3,1200,x, ,x
21-03-17,10002088,UBIQUO LABS,76001,0.2829,304,Luis Jaime Urbano,86,90,Panel,2,400,x, ,x
22-03-17,10000598,HOSPITAL ROOSEVELT,76002,0.3214,700,Pedro Alvarez Parejo,225,60,Camion Pequeño,,700,x, ,x
22-03-17,10000783,HOSPITAL ROOSEVELT,76002,0.2684,922,Luis Jaime Urbano,247.5,60,Camion Pequeño,,1000, ,x,x
22-03-17,10001197,HOSPITAL LAS AMERICAS,76002,0.2814,956,Angel Valdez Alegria,269,30,Camion Pequeño,5,1000, ,x,x
22-03-17,10001235,ABARROTERIA EBENEZER,76001,0.3088,663,Ismael Rodero Monteagudo,204.75,60,Camion Pequeño,2,700,x,x,x
22-03-17,10001601,HOSPITAL ROOSEVELT,76002,0.2985,784,Felipe Villatoro,234,30,Camion Pequeño,3,800,x, ,x
22-03-17,10001947,HOSPITAL LAS AMERICAS,76002,0.2604,1641,Hector Giron,427.25,90,Camion Grande,3,1700,x,x,x
22-03-17,10001960,"SPORTA, S.A.",76001,0.2521,1880,Luis Jaime Urbano,474,30,Camion Grande,5,1900,x,x,x
22-03-17,10002003,UBIQUO LABS / Ajuste,76001,,1606,Luis Jaime Urbano,421.5,90,Camion Grande,0,1700, ,x,x
22-03-17,10002034,TAQUERIA EL CHINITO,76001,0.254,505,Hector Giron,128.25,60,Camion Pequeño,4,600,x, ,x
22-03-17,10002041,TIENDA LA BENDICION,76002,0.2769,632,Juan Francisco Portillo Gomez,175,60,Camion Pequeño,1,700,x,x,x
22-03-17,10002163,TIENDA LA BENDICION,76002,0.2572,836,Juan Francisco Portillo Gomez,215,90,Camion Pequeño,,900, ,x,x
23-03-17,10000059,TAQUERIA EL CHINITO,76001,0.2542,1907,Angel Valdez Alegria,484.75,30,Camion Grande,0,2000,x,x,x
23-03-17,10000420,HOSPITAL ROOSEVELT,76001,0.2782,1030,Felipe Villatoro,286.5,90,Camion Grande,5,1100,x,x,x
23-03-17,10000649,HOSPITAL ROOSEVELT,76001,0.2527,1122,Hector Aragones Frutos,283.5,30,Camion Grande,3,1200,x,x,x
23-03-17,10000888,HOSPITAL LAS AMERICAS,76002,0.2873,510,Felipe Villatoro,146.5,30,Camion Pequeño,2,600, , ,x
23-03-17,10000999,TIENDA LA BENDICION,76001,0.2657,1852,Luis Jaime Urbano,492,60,Camion Grande,3,1900, ,x,x
23-03-17,10001255,HOSPITAL ROOSEVELT,76001,0.2705,1461,Ismael Rodero Monteagudo,395.25,30,Camion Grande,1,1500,x, , 
23-03-17,10001261,UBIQUO LABS,76002,0.2779,1363,Hector Giron,378.75,30,Camion Grande,3,1400,x, ,x
23-03-17,10002020,UBIQUO LABS / Ajuste,76002,,938,Fernando Mariano Berrio,262.5,60,Camion Pequeño,,1000,x, ,x
24-03-17,10000779,POLLO PINULITO,76002,0.2614,1669,Juan Francisco Portillo Gomez,436.25,90,Camion Grande,2,1700,x,x,x
24-03-17,10001033,TIENDA LA BENDICION,76001,0.2585,1290,Juan Francisco Portillo Gomez,333.5,60,Camion Grande,2,1300,x, ,x
24-03-17,10001144,ABARROTERIA EBENEZER,76001,0.2579,1771,Luis Jaime Urbano,456.75,30,Camion Grande,1,1800, ,x,x
24-03-17,10001398,TIENDA LA BENDICION,76002,0.2739,879,Ismael Rodero Monteagudo,240.75,30,Camion Pequeño,2,900, , , 
25-03-17,10000168,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.3065,726,Luis Jaime Urbano,222.5,90,Camion Pequeño,,800,x, , 
25-03-17,10000400,POLLO PINULITO,76002,0.2552,388,Hector Giron,99,90,Panel,,400,x, ,x
25-03-17,10000879,UBIQUO LABS,76001,0.3433,504,Hector Aragones Frutos,173,60,Camion Pequeño,,600,x, ,x
25-03-17,10001370,BAR LA OFICINA,76002,0.3783,304,Hector Aragones Frutos,115,90,Panel,0,400, , , 
25-03-17,10001480,UBIQUO LABS,76002,0.3146,650,Juan Francisco Portillo Gomez,204.5,60,Camion Pequeño,5,700,x, ,x
25-03-17,10001504,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2532,1572,Ismael Rodero Monteagudo,398,30,Camion Grande,3,1600,x, ,x
25-03-17,10001811,BAR LA OFICINA,76001,0.2534,1483,Felipe Villatoro,375.75,30,Camion Grande,5,1500,x, ,x
25-03-17,10001849,HOSPITAL LAS AMERICAS,76002,0.3073,838,Fernando Mariano Berrio,257.5,90,Camion Pequeño,1,900,x,x,x
26-03-17,10000477,TIENDA LA BENDICION,76001,0.3895,337,Ismael Rodero Monteagudo,131.25,90,Panel,1,400,x, ,x
26-03-17,10000788,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2655,323,Hector Giron,85.75,60,Panel,5,400, ,x,x
26-03-17,10001270,ABARROTERIA EBENEZER,76002,0.27,1852,Felipe Villatoro,500,90,Camion Grande,3,1900,x,x,x
26-03-17,10002062,TIENDA LA BENDICION,76002,0.2746,1096,Pedro Alvarez Parejo,301,60,Camion Grande,5,1100,x,x,x
27-03-17,10000117,BAR LA OFICINA,76001,0.2578,1666,Ismael Rodero Monteagudo,429.5,90,Camion Grande,3,1700,x, ,x
27-03-17,10000439,TIENDA LA BENDICION,76002,0.2652,1973,Angel Valdez Alegria,523.25,60,Camion Grande,4,2000,x,x,x
27-03-17,10000984,EL PINCHE OBELISCO / Ajuste,76001,,1733,Felipe Villatoro,452.25,90,Camion Grande,,1800,x, ,x
27-03-17,10001234,TIENDA LA BENDICION,76001,0.2927,1031,Juan Francisco Portillo Gomez,301.75,90,Camion Grande,5,1100,x,x,x
27-03-17,10001295,HOSPITAL ROOSEVELT,76001,0.2757,1207,Juan Francisco Portillo Gomez,332.75,30,Camion Grande,,1300,x, ,x
27-03-17,10001497,BAR LA OFICINA,76001,0.2796,1184,Hector Giron,331,60,Camion Grande,5,1200, , ,x
27-03-17,10001681,EL PINCHE OBELISCO / Ajuste,76001,,352,Hector Aragones Frutos,108,90,Panel,3,400,x, ,x
28-03-17,10000053,UBIQUO LABS,76001,0.2757,1791,Fernando Mariano Berrio,493.75,60,Camion Grande,0,1800,x, ,x
28-03-17,10000097,TIENDA LA BENDICION,76001,0.3103,829,Angel Valdez Alegria,257.25,30,Camion Pequeño,5,900, ,x,x
28-03-17,10000366,UBIQUO LABS,76002,0.2646,1710,Hector Aragones Frutos,452.5,30,Camion Grande,3,1800,x, ,x
28-03-17,10001073,BAR LA OFICINA,76002,0.272,771,Hector Aragones Frutos,209.75,30,Camion Pequeño,2,800,x, ,x
28-03-17,10001451,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2603,1361,Felipe Villatoro,354.25,90,Camion Grande,3,1400,x, ,x
28-03-17,10001535,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.3093,590,Hector Aragones Frutos,182.5,30,Camion Pequeño,2,600,x,x,x
28-03-17,10001583,TAQUERIA EL CHINITO,76001,0.2817,1232,Felipe Villatoro,347,60,Camion Grande,1,1300,x,x,x
29-03-17,10000143,UBIQUO LABS,76001,0.2613,1764,Hector Giron,461,90,Camion Grande,4,1800,x, ,x
29-03-17,10000239,HOSPITAL LAS AMERICAS,76002,0.283,698,Angel Valdez Alegria,197.5,90,Camion Pequeño,0,700,x,x,x
29-03-17,10001895,BAR LA OFICINA,76002,0.2523,1710,Ismael Rodero Monteagudo,431.5,60,Camion Grande,5,1800,x,x,x
30-03-17,10000055,ABARROTERIA EBENEZER,76002,0.2658,1903,Luis Jaime Urbano,505.75,30,Camion Grande,1,2000, ,x, 
30-03-17,10000075,HOSPITAL ROOSEVELT,76001,0.3125,592,Felipe Villatoro,185,30,Camion Pequeño,0,600,x,x,x
30-03-17,10000089,"SPORTA, S.A.",76001,0.2966,859,Hector Aragones Frutos,254.75,60,Camion Pequeño,3,900,x, ,x
30-03-17,10000250,HOSPITAL ROOSEVELT,76001,0.2638,1302,Angel Valdez Alegria,343.5,60,Camion Grande,3,1400,x, ,x
30-03-17,10000811,ABARROTERIA EBENEZER,76001,0.2867,736,Felipe Villatoro,211,90,Camion Pequeño,3,800, ,x,x
30-03-17,10001314,TIENDA LA BENDICION,76001,0.2702,1684,Ismael Rodero Monteagudo,455,30,Camion Grande,0,1700, , ,x
31-03-17,10000058,TAQUERIA EL CHINITO,76001,0.2681,1653,Pedro Alvarez Parejo,443.25,90,Camion Grande,,1700,x,x,x
31-03-17,10000065,HOSPITAL ROOSEVELT,76001,0.29,1126,Angel Valdez Alegria,326.5,60,Camion Grande,4,1200,x, , 
31-03-17,10000736,BAR LA OFICINA,76001,0.289,1180,Hector Aragones Frutos,341,30,Camion Grande,4,1200,x, ,x
31-03-17,10001003,TIENDA LA BENDICION,76001,0.3456,251,Hector Aragones Frutos,86.75,60,Panel,,300, ,x,x
31-03-17,10002067,HOSPITAL ROOSEVELT,76002,0.2555,1804,Hector Aragones Frutos,461,60,Camion Grande,3,1900,x, , 
31-03-17,10002085,HOSPITAL LAS AMERICAS,76001,0.2517,1795,Fernando Mariano Berrio,451.75,30,Camion Grande,4,1800, , ,x
31-03-17,10002114,TIENDA LA BENDICION,76002,0.3564,451,Juan Francisco Portillo Gomez,160.75,30,Panel,,500,x,x,x
01-04-17,10000156,"SPORTA, S.A.",76001,0.343,215,Angel Valdez Alegria,73.75,60,Panel,,300,x, ,x
01-04-17,10000588,BAR LA OFICINA,76001,0.2879,1108,Hector Giron,319,90,Camion Grande,2,1200,x, ,x
01-04-17,10001190,"SPORTA, S.A.",76002,0.2877,1113,Angel Valdez Alegria,320.25,30,Camion Grande,4,1200,x,x,x
01-04-17,10001333,EL PINCHE OBELISCO / Ajuste,76002,,1183,Ismael Rodero Monteagudo,311.75,30,Camion Grande,2,1200, ,x,x
01-04-17,10001420,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2688,1487,Ismael Rodero Monteagudo,399.75,90,Camion Grande,,1500, , ,x
01-04-17,10001732,TAQUERIA EL CHINITO,76002,0.2579,1891,Pedro Alvarez Parejo,487.75,30,Camion Grande,5,1900,x,x,x
01-04-17,10001756,POLLO PINULITO,76002,0.2632,907,Angel Valdez Alegria,238.75,90,Camion Pequeño,4,1000,x, ,x
01-04-17,10001936,POLLO PINULITO,76001,0.2758,387,Pedro Alvarez Parejo,106.75,60,Panel,0,400, ,x,x
01-04-17,10002061,TIENDA LA BENDICION,76002,0.2655,1873,Hector Aragones Frutos,497.25,30,Camion Grande,0,1900,x,x,x
01-04-17,10002066,POLLO PINULITO,76002,0.2633,1731,Fernando Mariano Berrio,455.75,60,Camion Grande,,1800,x,x,x
02-04-17,10000285,CHICHARRONERIA EL RICO COLESTEROL,76002,0.2697,1832,Juan Francisco Portillo Gomez,494,30,Camion Grande,3,1900,x, ,x
02-04-17,10000614,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2624,1049,Pedro Alvarez Parejo,275.25,60,Camion Grande,0,1100,x, ,x
02-04-17,10001097,EL PINCHE OBELISCO,76002,0.3368,242,Pedro Alvarez Parejo,81.5,30,Panel,4,300, ,x,x
03-04-17,10000142,EL PINCHE OBELISCO / Ajuste,76001,,894,Juan Francisco Portillo Gomez,259.5,60,Camion Pequeño,5,900,x, ,x
03-04-17,10000519,HOSPITAL ROOSEVELT,76001,0.2607,1960,Angel Valdez Alegria,511,90,Camion Grande,4,2000,x, ,x
03-04-17,10000683,BAR LA OFICINA,76002,0.2519,1571,Hector Aragones Frutos,395.75,60,Camion Grande,5,1600,x, ,x
03-04-17,10000853,TIENDA LA BENDICION,76002,0.2716,1342,Ismael Rodero Monteagudo,364.5,60,Camion Grande,4,1400,x, ,x
03-04-17,10000975,UBIQUO LABS,76002,0.4323,203,Luis Jaime Urbano,87.75,30,Panel,,300,x, ,x
03-04-17,10001807,UBIQUO LABS / Ajuste,76001,,412,Hector Aragones Frutos,114,60,Panel,0,500,x,x,x
03-04-17,10002135,POLLO PINULITO,76002,0.2627,1258,Luis Jaime Urbano,330.5,60,Camion Grande,2,1300,x, ,x
04-04-17,10000172,HOSPITAL LAS AMERICAS,76001,0.2646,1442,Fernando Mariano Berrio,381.5,30,Camion Grande,,1500,x, ,x
04-04-17,10000447,"SPORTA, S.A.",76002,0.2694,1495,Fernando Mariano Berrio,402.75,30,Camion Grande,2,1500,x,x,x
04-04-17,10000581,UBIQUO LABS / Ajuste,76001,,1987,Luis Jaime Urbano,515.75,60,Camion Grande,3,2000,x, ,x
04-04-17,10001790,TIENDA LA BENDICION,76002,0.274,1586,Pedro Alvarez Parejo,434.5,60,Camion Grande,,1600,x, , 
04-04-17,10001854,HOSPITAL ROOSEVELT,76002,0.2928,327,Felipe Villatoro,95.75,30,Panel,,400, , ,x
04-04-17,10001894,HOSPITAL ROOSEVELT,76002,0.2786,805,Pedro Alvarez Parejo,224.25,60,Camion Pequeño,2,900, , ,x
05-04-17,10000163,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2522,1814,Ismael Rodero Monteagudo,457.5,60,Camion Grande,3,1900,x,x,x
05-04-17,10000740,UBIQUO LABS,76001,0.2671,1695,Juan Francisco Portillo Gomez,452.75,30,Camion Grande,,1700,x,x,x
05-04-17,10001775,HOSPITAL ROOSEVELT,76001,0.2702,1632,Hector Giron,441,30,Camion Grande,3,1700,x, ,x
05-04-17,10001776,UBIQUO LABS / Ajuste,76002,,1470,Hector Giron,393.5,90,Camion Grande,1,1500, ,x,x
05-04-17,10001945,UBIQUO LABS,76002,0.2866,355,Pedro Alvarez Parejo,101.75,60,Panel,3,400,x, ,x
06-04-17,10000127,UBIQUO LABS,76001,0.2754,828,Felipe Villatoro,228,90,Camion Pequeño,2,900,x, ,x
06-04-17,10000441,HOSPITAL LAS AMERICAS,76002,0.2783,424,Fernando Mariano Berrio,118,60,Panel,2,500,x,x,x
06-04-17,10000880,HOSPITAL ROOSEVELT,76001,0.2814,1400,Luis Jaime Urbano,394,30,Camion Grande,5,1400, , ,x
06-04-17,10001238,POLLO PINULITO,76002,0.2832,1144,Pedro Alvarez Parejo,324,30,Camion Grande,2,1200, , ,x
06-04-17,10001697,HOSPITAL ROOSEVELT,76002,0.268,1834,Luis Jaime Urbano,491.5,60,Camion Grande,0,1900,x, ,x
06-04-17,10001698,POLLO PINULITO,76001,0.4022,276,Ismael Rodero Monteagudo,111,30,Panel,1,300,x,x, 
06-04-17,10001717,TIENDA LA BENDICION,76001,0.2581,1117,Juan Francisco Portillo Gomez,288.25,30,Camion Grande,3,1200,x,x,x
06-04-17,10001949,TAQUERIA EL CHINITO,76002,0.2646,1166,Juan Francisco Portillo Gomez,308.5,60,Camion Grande,5,1200,x,x,x
06-04-17,10002037,ABARROTERIA EBENEZER,76001,0.323,466,Pedro Alvarez Parejo,150.5,30,Panel,4,500,x,x,x
07-04-17,10000020,HOSPITAL ROOSEVELT,76001,0.2994,971,Felipe Villatoro,290.75,60,Camion Pequeño,4,1000,x,x,x
07-04-17,10000369,UBIQUO LABS,76001,0.3452,210,Luis Jaime Urbano,72.5,60,Panel,3,300,x,x,x
07-04-17,10000634,HOSPITAL ROOSEVELT,76002,0.2715,1487,Luis Jaime Urbano,403.75,60,Camion Grande,1,1500, , ,x
07-04-17,10000787,TIENDA LA BENDICION,76001,0.262,1829,Hector Aragones Frutos,479.25,30,Camion Grande,3,1900,x,x,x
07-04-17,10000988,POLLO PINULITO,76002,0.2598,1838,Luis Jaime Urbano,477.5,90,Camion Grande,4,1900, ,x,x
07-04-17,10001120,UBIQUO LABS / Ajuste,76002,,723,Hector Giron,217.75,60,Camion Pequeño,0,800,x,x,x
07-04-17,10001560,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2599,1622,Angel Valdez Alegria,421.5,60,Camion Grande,0,1700, ,x,x
07-04-17,10001875,HOSPITAL LAS AMERICAS,76002,0.2572,1812,Angel Valdez Alegria,466,30,Camion Grande,2,1900,x,x,x
07-04-17,10002047,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2747,1577,Fernando Mariano Berrio,433.25,90,Camion Grande,1,1600, , ,x
08-04-17,10000104,UBIQUO LABS,76001,0.2785,666,Pedro Alvarez Parejo,185.5,90,Camion Pequeño,,700,x,x,x
08-04-17,10000206,TAQUERIA EL CHINITO,76001,0.2528,1062,Hector Aragones Frutos,268.5,30,Camion Grande,2,1100, ,x, 
08-04-17,10000334,ABARROTERIA EBENEZER,76001,0.2592,765,Hector Aragones Frutos,198.25,60,Camion Pequeño,5,800,x,x,x
08-04-17,10000541,POLLO PINULITO,76001,0.262,1506,Juan Francisco Portillo Gomez,394.5,30,Camion Grande,1,1600, ,x,x
08-04-17,10000568,"SPORTA, S.A.",76002,0.2683,1040,Hector Aragones Frutos,279,90,Camion Grande,0,1100,x,x,x
08-04-17,10000864,HOSPITAL ROOSEVELT,76002,0.3523,469,Fernando Mariano Berrio,165.25,60,Panel,1,500,x, ,x
08-04-17,10000910,TIENDA LA BENDICION,76002,0.2571,847,Fernando Mariano Berrio,217.75,30,Camion Pequeño,3,900,x,x,x
08-04-17,10001122,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2538,1865,Hector Giron,473.25,60,Camion Grande,,1900,x, ,x
09-04-17,10000517,BAR LA OFICINA,76002,0.3482,397,Hector Aragones Frutos,138.25,30,Panel,5,400,x, ,x
09-04-17,10000610,CHICHARRONERIA EL RICO COLESTEROL,76001,0.3472,504,Ismael Rodero Monteagudo,175,30,Camion Pequeño,4,600,x, ,x
09-04-17,10000702,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.2881,918,Ismael Rodero Monteagudo,264.5,60,Camion Pequeño,0,1000,x, ,x
09-04-17,10000743,HOSPITAL ROOSEVELT,76001,0.2577,1168,Felipe Villatoro,301,60,Camion Grande,5,1200,x,x,x
09-04-17,10002032,UBIQUO LABS,76001,0.2999,641,Hector Aragones Frutos,192.25,90,Camion Pequeño,2,700,x, ,x
09-04-17,10002092,UNIVERSIDAD FRANCISCO MARROQUIN,76002,0.29,801,Juan Francisco Portillo Gomez,232.25,60,Camion Pequeño,5,900,x, ,x
10-04-17,10000652,UBIQUO LABS / Ajuste,76001,,1886,Pedro Alvarez Parejo,508.5,60,Camion Grande,5,1900,x,x,x
10-04-17,10001061,ABARROTERIA EBENEZER,76002,0.2655,1351,Felipe Villatoro,358.75,90,Camion Grande,0,1400,x, ,x
10-04-17,10001539,TAQUERIA EL CHINITO,76001,0.2633,1874,Angel Valdez Alegria,493.5,90,Camion Grande,1,1900,x,x,x
10-04-17,10001566,"SPORTA, S.A.",76002,0.2734,214,Ismael Rodero Monteagudo,58.5,90,Panel,0,300,x,x,x
10-04-17,10001974,UBIQUO LABS / Ajuste,76001,,1228,Luis Jaime Urbano,339,30,Camion Grande,3,1300,x, ,x
10-04-17,10002006,TIENDA LA BENDICION,76002,0.2597,1757,Fernando Mariano Berrio,456.25,90,Camion Grande,5,1800,x, ,x
10-04-17,10002014,TIENDA LA BENDICION,76002,0.2543,1173,Angel Valdez Alegria,298.25,30,Camion Grande,1,1200, ,x,x
11-04-17,10000164,TIENDA LA BENDICION,76002,0.2737,1729,Ismael Rodero Monteagudo,473.25,30,Camion Grande,4,1800,x, ,x
11-04-17,10000409,HOSPITAL ROOSEVELT,76001,0.266,1126,Luis Jaime Urbano,299.5,30,Camion Grande,0,1200, ,x,x
11-04-17,10001191,POLLO PINULITO,76002,0.2545,446,Pedro Alvarez Parejo,113.5,30,Panel,,500, , ,x
11-04-17,10001456,ABARROTERIA EBENEZER,76002,0.2623,1458,Angel Valdez Alegria,382.5,30,Camion Grande,4,1500,x, ,x
11-04-17,10002048,UNIVERSIDAD FRANCISCO MARROQUIN,76001,0.2596,1778,Luis Jaime Urbano,461.5,30,Camion Grande,,1800, , ,x
12-04-17,10001565,TAQUERIA EL CHINITO,76002,0.2563,1760,Felipe Villatoro,451,30,Camion Grande,4,1800, ,x,x
